JOHN
time[s]       Fp1      Fp2       F7       F3       Fz       F4       F8       T3       C3       Cz       C4       T4       T5       P3       Pz       P4       T6       O1       O2      Ref     Drlv   Photic 
24.934 -7877.000 -7877.000 -7877.000 -7877.000 -7877.000 -7877.000 -7877.000 -7877.000 -7877.000 -7877.000 -7877.000 -7877.000 -7877.000 -7877.000 -7877.000 -7877.000 -7877.000 -7877.000 -7877.000 -7877.000 -7877.000 -1.000
24.936 -8442.000 -8442.000 -8442.000 -8442.000 -8442.000 -8442.000 -8442.000 -8442.000 -8442.000 -8442.000 -8442.000 -8442.000 -8442.000 -8442.000 -8442.000 -8442.000 -8442.000 -8442.000 -8442.000 -8442.000 -8442.000 -1.000
24.938 -8926.000 -8926.000 -8926.000 -8926.000 -8926.000 -8926.000 -8926.000 -8926.000 -8926.000 -8926.000 -8926.000 -8926.000 -8926.000 -8926.000 -8926.000 -8926.000 -8926.000 -8926.000 -8926.000 -8926.000 -8926.000 -1.000
24.940 -9324.000 -9324.000 -9324.000 -9324.000 -9324.000 -9324.000 -9324.000 -9324.000 -9324.000 -9324.000 -9324.000 -9324.000 -9324.000 -9324.000 -9324.000 -9324.000 -9324.000 -9324.000 -9324.000 -9324.000 -9324.000 -1.000
24.942 -9633.000 -9633.000 -9633.000 -9633.000 -9633.000 -9633.000 -9633.000 -9633.000 -9633.000 -9633.000 -9633.000 -9633.000 -9633.000 -9633.000 -9633.000 -9633.000 -9633.000 -9633.000 -9633.000 -9633.000 -9633.000 -1.000
24.944 -9850.000 -9850.000 -9850.000 -9850.000 -9850.000 -9850.000 -9850.000 -9850.000 -9850.000 -9850.000 -9850.000 -9850.000 -9850.000 -9850.000 -9850.000 -9850.000 -9850.000 -9850.000 -9850.000 -9850.000 -9850.000 -1.000
24.946 -9971.000 -9971.000 -9971.000 -9971.000 -9971.000 -9971.000 -9971.000 -9971.000 -9971.000 -9971.000 -9971.000 -9971.000 -9971.000 -9971.000 -9971.000 -9971.000 -9971.000 -9971.000 -9971.000 -9971.000 -9971.000 -1.000
24.948 -9998.000 -9998.000 -9998.000 -9998.000 -9998.000 -9998.000 -9998.000 -9998.000 -9998.000 -9998.000 -9998.000 -9998.000 -9998.000 -9998.000 -9998.000 -9998.000 -9998.000 -9998.000 -9998.000 -9998.000 -9998.000 -1.000
24.950 -9928.000 -9928.000 -9928.000 -9928.000 -9928.000 -9928.000 -9928.000 -9928.000 -9928.000 -9928.000 -9928.000 -9928.000 -9928.000 -9928.000 -9928.000 -9928.000 -9928.000 -9928.000 -9928.000 -9928.000 -9928.000 -1.000
24.952 -9763.000 -9763.000 -9763.000 -9763.000 -9763.000 -9763.000 -9763.000 -9763.000 -9763.000 -9763.000 -9763.000 -9763.000 -9763.000 -9763.000 -9763.000 -9763.000 -9763.000 -9763.000 -9763.000 -9763.000 -9763.000 -1.000
24.954 -9504.000 -9504.000 -9504.000 -9504.000 -9504.000 -9504.000 -9504.000 -9504.000 -9504.000 -9504.000 -9504.000 -9504.000 -9504.000 -9504.000 -9504.000 -9504.000 -9504.000 -9504.000 -9504.000 -9504.000 -9504.000 -1.000
24.956 -9154.000 -9154.000 -9154.000 -9154.000 -9154.000 -9154.000 -9154.000 -9154.000 -9154.000 -9154.000 -9154.000 -9154.000 -9154.000 -9154.000 -9154.000 -9154.000 -9154.000 -9154.000 -9154.000 -9154.000 -9154.000 -1.000
24.958 -8716.000 -8716.000 -8716.000 -8716.000 -8716.000 -8716.000 -8716.000 -8716.000 -8716.000 -8716.000 -8716.000 -8716.000 -8716.000 -8716.000 -8716.000 -8716.000 -8716.000 -8716.000 -8716.000 -8716.000 -8716.000 -1.000
24.960 -8194.000 -8194.000 -8194.000 -8194.000 -8194.000 -8194.000 -8194.000 -8194.000 -8194.000 -8194.000 -8194.000 -8194.000 -8194.000 -8194.000 -8194.000 -8194.000 -8194.000 -8194.000 -8194.000 -8194.000 -8194.000 -1.000
24.962 -7594.000 -7594.000 -7594.000 -7594.000 -7594.000 -7594.000 -7594.000 -7594.000 -7594.000 -7594.000 -7594.000 -7594.000 -7594.000 -7594.000 -7594.000 -7594.000 -7594.000 -7594.000 -7594.000 -7594.000 -7594.000 -1.000
24.964 -6920.000 -6920.000 -6920.000 -6920.000 -6920.000 -6920.000 -6920.000 -6920.000 -6920.000 -6920.000 -6920.000 -6920.000 -6920.000 -6920.000 -6920.000 -6920.000 -6920.000 -6920.000 -6920.000 -6920.000 -6920.000 -1.000
24.966 -6181.000 -6181.000 -6181.000 -6181.000 -6181.000 -6181.000 -6181.000 -6181.000 -6181.000 -6181.000 -6181.000 -6181.000 -6181.000 -6181.000 -6181.000 -6181.000 -6181.000 -6181.000 -6181.000 -6181.000 -6181.000 -1.000
24.968 -5382.000 -5382.000 -5382.000 -5382.000 -5382.000 -5382.000 -5382.000 -5382.000 -5382.000 -5382.000 -5382.000 -5382.000 -5382.000 -5382.000 -5382.000 -5382.000 -5382.000 -5382.000 -5382.000 -5382.000 -5382.000 -1.000
24.970 -4531.000 -4531.000 -4531.000 -4531.000 -4531.000 -4531.000 -4531.000 -4531.000 -4531.000 -4531.000 -4531.000 -4531.000 -4531.000 -4531.000 -4531.000 -4531.000 -4531.000 -4531.000 -4531.000 -4531.000 -4531.000 -1.000
24.972 -3637.000 -3637.000 -3637.000 -3637.000 -3637.000 -3637.000 -3637.000 -3637.000 -3637.000 -3637.000 -3637.000 -3637.000 -3637.000 -3637.000 -3637.000 -3637.000 -3637.000 -3637.000 -3637.000 -3637.000 -3637.000 -1.000
24.974 -2708.000 -2708.000 -2708.000 -2708.000 -2708.000 -2708.000 -2708.000 -2708.000 -2708.000 -2708.000 -2708.000 -2708.000 -2708.000 -2708.000 -2708.000 -2708.000 -2708.000 -2708.000 -2708.000 -2708.000 -2708.000 -1.000
24.976 -1753.000 -1753.000 -1753.000 -1753.000 -1753.000 -1753.000 -1753.000 -1753.000 -1753.000 -1753.000 -1753.000 -1753.000 -1753.000 -1753.000 -1753.000 -1753.000 -1753.000 -1753.000 -1753.000 -1753.000 -1753.000 -1.000
24.978 -781.000 -781.000 -781.000 -781.000 -781.000 -781.000 -781.000 -781.000 -781.000 -781.000 -781.000 -781.000 -781.000 -781.000 -781.000 -781.000 -781.000 -781.000 -781.000 -781.000 -781.000 -1.000
24.980 198.000 198.000 198.000 198.000 198.000 198.000 198.000 198.000 198.000 198.000 198.000 198.000 198.000 198.000 198.000 198.000 198.000 198.000 198.000 198.000 198.000 -1.000
24.982 1176.000 1176.000 1176.000 1176.000 1176.000 1176.000 1176.000 1176.000 1176.000 1176.000 1176.000 1176.000 1176.000 1176.000 1176.000 1176.000 1176.000 1176.000 1176.000 1176.000 1176.000 -1.000
24.984 2142.000 2142.000 2142.000 2142.000 2142.000 2142.000 2142.000 2142.000 2142.000 2142.000 2142.000 2142.000 2142.000 2142.000 2142.000 2142.000 2142.000 2142.000 2142.000 2142.000 2142.000 -1.000
24.986 3087.000 3087.000 3087.000 3087.000 3087.000 3087.000 3087.000 3087.000 3087.000 3087.000 3087.000 3087.000 3087.000 3087.000 3087.000 3087.000 3087.000 3087.000 3087.000 3087.000 3087.000 -1.000
24.988 4003.000 4003.000 4003.000 4003.000 4003.000 4003.000 4003.000 4003.000 4003.000 4003.000 4003.000 4003.000 4003.000 4003.000 4003.000 4003.000 4003.000 4003.000 4003.000 4003.000 4003.000 -1.000
24.990 4881.000 4881.000 4881.000 4881.000 4881.000 4881.000 4881.000 4881.000 4881.000 4881.000 4881.000 4881.000 4881.000 4881.000 4881.000 4881.000 4881.000 4881.000 4881.000 4881.000 4881.000 -1.000
24.992 5712.000 5712.000 5712.000 5712.000 5712.000 5712.000 5712.000 5712.000 5712.000 5712.000 5712.000 5712.000 5712.000 5712.000 5712.000 5712.000 5712.000 5712.000 5712.000 5712.000 5712.000 -1.000
24.994 6488.000 6488.000 6488.000 6488.000 6488.000 6488.000 6488.000 6488.000 6488.000 6488.000 6488.000 6488.000 6488.000 6488.000 6488.000 6488.000 6488.000 6488.000 6488.000 6488.000 6488.000 -1.000
24.996 7201.000 7201.000 7201.000 7201.000 7201.000 7201.000 7201.000 7201.000 7201.000 7201.000 7201.000 7201.000 7201.000 7201.000 7201.000 7201.000 7201.000 7201.000 7201.000 7201.000 7201.000 -1.000
24.998 7846.000 7846.000 7846.000 7846.000 7846.000 7846.000 7846.000 7846.000 7846.000 7846.000 7846.000 7846.000 7846.000 7846.000 7846.000 7846.000 7846.000 7846.000 7846.000 7846.000 7846.000 -1.000
25.000 8415.000 8415.000 8415.000 8415.000 8415.000 8415.000 8415.000 8415.000 8415.000 8415.000 8415.000 8415.000 8415.000 8415.000 8415.000 8415.000 8415.000 8415.000 8415.000 8415.000 8415.000 -1.000
25.002 8903.000 8903.000 8903.000 8903.000 8903.000 8903.000 8903.000 8903.000 8903.000 8903.000 8903.000 8903.000 8903.000 8903.000 8903.000 8903.000 8903.000 8903.000 8903.000 8903.000 8903.000 -1.000
25.004 9306.000 9306.000 9306.000 9306.000 9306.000 9306.000 9306.000 9306.000 9306.000 9306.000 9306.000 9306.000 9306.000 9306.000 9306.000 9306.000 9306.000 9306.000 9306.000 9306.000 9306.000 -1.000
25.006 9620.000 9620.000 9620.000 9620.000 9620.000 9620.000 9620.000 9620.000 9620.000 9620.000 9620.000 9620.000 9620.000 9620.000 9620.000 9620.000 9620.000 9620.000 9620.000 9620.000 9620.000 -1.000
25.008 9841.000 9841.000 9841.000 9841.000 9841.000 9841.000 9841.000 9841.000 9841.000 9841.000 9841.000 9841.000 9841.000 9841.000 9841.000 9841.000 9841.000 9841.000 9841.000 9841.000 9841.000 -1.000
25.010 9967.000 9967.000 9967.000 9967.000 9967.000 9967.000 9967.000 9967.000 9967.000 9967.000 9967.000 9967.000 9967.000 9967.000 9967.000 9967.000 9967.000 9967.000 9967.000 9967.000 9967.000 -1.000
25.012 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 -1.000
25.014 9934.000 9934.000 9934.000 9934.000 9934.000 9934.000 9934.000 9934.000 9934.000 9934.000 9934.000 9934.000 9934.000 9934.000 9934.000 9934.000 9934.000 9934.000 9934.000 9934.000 9934.000 -1.000
25.016 9773.000 9773.000 9773.000 9773.000 9773.000 9773.000 9773.000 9773.000 9773.000 9773.000 9773.000 9773.000 9773.000 9773.000 9773.000 9773.000 9773.000 9773.000 9773.000 9773.000 9773.000 -1.000
25.018 9519.000 9519.000 9519.000 9519.000 9519.000 9519.000 9519.000 9519.000 9519.000 9519.000 9519.000 9519.000 9519.000 9519.000 9519.000 9519.000 9519.000 9519.000 9519.000 9519.000 9519.000 -1.000
25.020 9174.000 9174.000 9174.000 9174.000 9174.000 9174.000 9174.000 9174.000 9174.000 9174.000 9174.000 9174.000 9174.000 9174.000 9174.000 9174.000 9174.000 9174.000 9174.000 9174.000 9174.000 -1.000
25.022 8740.000 8740.000 8740.000 8740.000 8740.000 8740.000 8740.000 8740.000 8740.000 8740.000 8740.000 8740.000 8740.000 8740.000 8740.000 8740.000 8740.000 8740.000 8740.000 8740.000 8740.000 -1.000
25.024 8223.000 8223.000 8223.000 8223.000 8223.000 8223.000 8223.000 8223.000 8223.000 8223.000 8223.000 8223.000 8223.000 8223.000 8223.000 8223.000 8223.000 8223.000 8223.000 8223.000 8223.000 -1.000
25.026 7626.000 7626.000 7626.000 7626.000 7626.000 7626.000 7626.000 7626.000 7626.000 7626.000 7626.000 7626.000 7626.000 7626.000 7626.000 7626.000 7626.000 7626.000 7626.000 7626.000 7626.000 -1.000
25.028 6957.000 6957.000 6957.000 6957.000 6957.000 6957.000 6957.000 6957.000 6957.000 6957.000 6957.000 6957.000 6957.000 6957.000 6957.000 6957.000 6957.000 6957.000 6957.000 6957.000 6957.000 -1.000
25.030 6220.000 6220.000 6220.000 6220.000 6220.000 6220.000 6220.000 6220.000 6220.000 6220.000 6220.000 6220.000 6220.000 6220.000 6220.000 6220.000 6220.000 6220.000 6220.000 6220.000 6220.000 -1.000
25.032 5424.000 5424.000 5424.000 5424.000 5424.000 5424.000 5424.000 5424.000 5424.000 5424.000 5424.000 5424.000 5424.000 5424.000 5424.000 5424.000 5424.000 5424.000 5424.000 5424.000 5424.000 -1.000
25.034 4576.000 4576.000 4576.000 4576.000 4576.000 4576.000 4576.000 4576.000 4576.000 4576.000 4576.000 4576.000 4576.000 4576.000 4576.000 4576.000 4576.000 4576.000 4576.000 4576.000 4576.000 -1.000
25.036 3684.000 3684.000 3684.000 3684.000 3684.000 3684.000 3684.000 3684.000 3684.000 3684.000 3684.000 3684.000 3684.000 3684.000 3684.000 3684.000 3684.000 3684.000 3684.000 3684.000 3684.000 -1.000
25.038 2756.000 2756.000 2756.000 2756.000 2756.000 2756.000 2756.000 2756.000 2756.000 2756.000 2756.000 2756.000 2756.000 2756.000 2756.000 2756.000 2756.000 2756.000 2756.000 2756.000 2756.000 -1.000
25.040 1802.000 1802.000 1802.000 1802.000 1802.000 1802.000 1802.000 1802.000 1802.000 1802.000 1802.000 1802.000 1802.000 1802.000 1802.000 1802.000 1802.000 1802.000 1802.000 1802.000 1802.000 -1.000
25.042 831.000 831.000 831.000 831.000 831.000 831.000 831.000 831.000 831.000 831.000 831.000 831.000 831.000 831.000 831.000 831.000 831.000 831.000 831.000 831.000 831.000 -1.000
25.044 -148.000 -148.000 -148.000 -148.000 -148.000 -148.000 -148.000 -148.000 -148.000 -148.000 -148.000 -148.000 -148.000 -148.000 -148.000 -148.000 -148.000 -148.000 -148.000 -148.000 -148.000 -1.000
25.046 -1126.000 -1126.000 -1126.000 -1126.000 -1126.000 -1126.000 -1126.000 -1126.000 -1126.000 -1126.000 -1126.000 -1126.000 -1126.000 -1126.000 -1126.000 -1126.000 -1126.000 -1126.000 -1126.000 -1126.000 -1126.000 -1.000
25.048 -2093.000 -2093.000 -2093.000 -2093.000 -2093.000 -2093.000 -2093.000 -2093.000 -2093.000 -2093.000 -2093.000 -2093.000 -2093.000 -2093.000 -2093.000 -2093.000 -2093.000 -2093.000 -2093.000 -2093.000 -2093.000 -1.000
25.050 -3040.000 -3040.000 -3040.000 -3040.000 -3040.000 -3040.000 -3040.000 -3040.000 -3040.000 -3040.000 -3040.000 -3040.000 -3040.000 -3040.000 -3040.000 -3040.000 -3040.000 -3040.000 -3040.000 -3040.000 -3040.000 -1.000
25.052 -3957.000 -3957.000 -3957.000 -3957.000 -3957.000 -3957.000 -3957.000 -3957.000 -3957.000 -3957.000 -3957.000 -3957.000 -3957.000 -3957.000 -3957.000 -3957.000 -3957.000 -3957.000 -3957.000 -3957.000 -3957.000 -1.000
25.054 -4837.000 -4837.000 -4837.000 -4837.000 -4837.000 -4837.000 -4837.000 -4837.000 -4837.000 -4837.000 -4837.000 -4837.000 -4837.000 -4837.000 -4837.000 -4837.000 -4837.000 -4837.000 -4837.000 -4837.000 -4837.000 -1.000
25.056 -5670.000 -5670.000 -5670.000 -5670.000 -5670.000 -5670.000 -5670.000 -5670.000 -5670.000 -5670.000 -5670.000 -5670.000 -5670.000 -5670.000 -5670.000 -5670.000 -5670.000 -5670.000 -5670.000 -5670.000 -5670.000 -1.000
25.058 -6449.000 -6449.000 -6449.000 -6449.000 -6449.000 -6449.000 -6449.000 -6449.000 -6449.000 -6449.000 -6449.000 -6449.000 -6449.000 -6449.000 -6449.000 -6449.000 -6449.000 -6449.000 -6449.000 -6449.000 -6449.000 -1.000
25.060 -7166.000 -7166.000 -7166.000 -7166.000 -7166.000 -7166.000 -7166.000 -7166.000 -7166.000 -7166.000 -7166.000 -7166.000 -7166.000 -7166.000 -7166.000 -7166.000 -7166.000 -7166.000 -7166.000 -7166.000 -7166.000 -1.000
25.062 -7814.000 -7814.000 -7814.000 -7814.000 -7814.000 -7814.000 -7814.000 -7814.000 -7814.000 -7814.000 -7814.000 -7814.000 -7814.000 -7814.000 -7814.000 -7814.000 -7814.000 -7814.000 -7814.000 -7814.000 -7814.000 -1.000
25.064 -8387.000 -8387.000 -8387.000 -8387.000 -8387.000 -8387.000 -8387.000 -8387.000 -8387.000 -8387.000 -8387.000 -8387.000 -8387.000 -8387.000 -8387.000 -8387.000 -8387.000 -8387.000 -8387.000 -8387.000 -8387.000 -1.000
25.066 -8880.000 -8880.000 -8880.000 -8880.000 -8880.000 -8880.000 -8880.000 -8880.000 -8880.000 -8880.000 -8880.000 -8880.000 -8880.000 -8880.000 -8880.000 -8880.000 -8880.000 -8880.000 -8880.000 -8880.000 -8880.000 -1.000
25.068 -9287.000 -9287.000 -9287.000 -9287.000 -9287.000 -9287.000 -9287.000 -9287.000 -9287.000 -9287.000 -9287.000 -9287.000 -9287.000 -9287.000 -9287.000 -9287.000 -9287.000 -9287.000 -9287.000 -9287.000 -9287.000 -1.000
25.070 -9606.000 -9606.000 -9606.000 -9606.000 -9606.000 -9606.000 -9606.000 -9606.000 -9606.000 -9606.000 -9606.000 -9606.000 -9606.000 -9606.000 -9606.000 -9606.000 -9606.000 -9606.000 -9606.000 -9606.000 -9606.000 -1.000
25.072 -9832.000 -9832.000 -9832.000 -9832.000 -9832.000 -9832.000 -9832.000 -9832.000 -9832.000 -9832.000 -9832.000 -9832.000 -9832.000 -9832.000 -9832.000 -9832.000 -9832.000 -9832.000 -9832.000 -9832.000 -9832.000 -1.000
25.074 -9963.000 -9963.000 -9963.000 -9963.000 -9963.000 -9963.000 -9963.000 -9963.000 -9963.000 -9963.000 -9963.000 -9963.000 -9963.000 -9963.000 -9963.000 -9963.000 -9963.000 -9963.000 -9963.000 -9963.000 -9963.000 -1.000
25.076 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -1.000
25.078 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -9939.000 -1.000
25.080 -9784.000 -9784.000 -9784.000 -9784.000 -9784.000 -9784.000 -9784.000 -9784.000 -9784.000 -9784.000 -9784.000 -9784.000 -9784.000 -9784.000 -9784.000 -9784.000 -9784.000 -9784.000 -9784.000 -9784.000 -9784.000 -1.000
25.082 -9534.000 -9534.000 -9534.000 -9534.000 -9534.000 -9534.000 -9534.000 -9534.000 -9534.000 -9534.000 -9534.000 -9534.000 -9534.000 -9534.000 -9534.000 -9534.000 -9534.000 -9534.000 -9534.000 -9534.000 -9534.000 -1.000
25.084 -9194.000 -9194.000 -9194.000 -9194.000 -9194.000 -9194.000 -9194.000 -9194.000 -9194.000 -9194.000 -9194.000 -9194.000 -9194.000 -9194.000 -9194.000 -9194.000 -9194.000 -9194.000 -9194.000 -9194.000 -9194.000 -1.000
25.086 -8764.000 -8764.000 -8764.000 -8764.000 -8764.000 -8764.000 -8764.000 -8764.000 -8764.000 -8764.000 -8764.000 -8764.000 -8764.000 -8764.000 -8764.000 -8764.000 -8764.000 -8764.000 -8764.000 -8764.000 -8764.000 -1.000
25.088 -8251.000 -8251.000 -8251.000 -8251.000 -8251.000 -8251.000 -8251.000 -8251.000 -8251.000 -8251.000 -8251.000 -8251.000 -8251.000 -8251.000 -8251.000 -8251.000 -8251.000 -8251.000 -8251.000 -8251.000 -8251.000 -1.000
25.090 -7659.000 -7659.000 -7659.000 -7659.000 -7659.000 -7659.000 -7659.000 -7659.000 -7659.000 -7659.000 -7659.000 -7659.000 -7659.000 -7659.000 -7659.000 -7659.000 -7659.000 -7659.000 -7659.000 -7659.000 -7659.000 -1.000
25.092 -6993.000 -6993.000 -6993.000 -6993.000 -6993.000 -6993.000 -6993.000 -6993.000 -6993.000 -6993.000 -6993.000 -6993.000 -6993.000 -6993.000 -6993.000 -6993.000 -6993.000 -6993.000 -6993.000 -6993.000 -6993.000 -1.000
25.094 -6260.000 -6260.000 -6260.000 -6260.000 -6260.000 -6260.000 -6260.000 -6260.000 -6260.000 -6260.000 -6260.000 -6260.000 -6260.000 -6260.000 -6260.000 -6260.000 -6260.000 -6260.000 -6260.000 -6260.000 -6260.000 -1.000
25.096 -5466.000 -5466.000 -5466.000 -5466.000 -5466.000 -5466.000 -5466.000 -5466.000 -5466.000 -5466.000 -5466.000 -5466.000 -5466.000 -5466.000 -5466.000 -5466.000 -5466.000 -5466.000 -5466.000 -5466.000 -5466.000 -1.000
25.098 -4621.000 -4621.000 -4621.000 -4621.000 -4621.000 -4621.000 -4621.000 -4621.000 -4621.000 -4621.000 -4621.000 -4621.000 -4621.000 -4621.000 -4621.000 -4621.000 -4621.000 -4621.000 -4621.000 -4621.000 -4621.000 -1.000
25.100 -3731.000 -3731.000 -3731.000 -3731.000 -3731.000 -3731.000 -3731.000 -3731.000 -3731.000 -3731.000 -3731.000 -3731.000 -3731.000 -3731.000 -3731.000 -3731.000 -3731.000 -3731.000 -3731.000 -3731.000 -3731.000 -1.000
25.102 -2805.000 -2805.000 -2805.000 -2805.000 -2805.000 -2805.000 -2805.000 -2805.000 -2805.000 -2805.000 -2805.000 -2805.000 -2805.000 -2805.000 -2805.000 -2805.000 -2805.000 -2805.000 -2805.000 -2805.000 -2805.000 -1.000
25.104 -1852.000 -1852.000 -1852.000 -1852.000 -1852.000 -1852.000 -1852.000 -1852.000 -1852.000 -1852.000 -1852.000 -1852.000 -1852.000 -1852.000 -1852.000 -1852.000 -1852.000 -1852.000 -1852.000 -1852.000 -1852.000 -1.000
25.106 -881.000 -881.000 -881.000 -881.000 -881.000 -881.000 -881.000 -881.000 -881.000 -881.000 -881.000 -881.000 -881.000 -881.000 -881.000 -881.000 -881.000 -881.000 -881.000 -881.000 -881.000 -1.000
25.108 98.000 98.000 98.000 98.000 98.000 98.000 98.000 98.000 98.000 98.000 98.000 98.000 98.000 98.000 98.000 98.000 98.000 98.000 98.000 98.000 98.000 -1.000
25.110 1076.000 1076.000 1076.000 1076.000 1076.000 1076.000 1076.000 1076.000 1076.000 1076.000 1076.000 1076.000 1076.000 1076.000 1076.000 1076.000 1076.000 1076.000 1076.000 1076.000 1076.000 -1.000
25.112 2044.000 2044.000 2044.000 2044.000 2044.000 2044.000 2044.000 2044.000 2044.000 2044.000 2044.000 2044.000 2044.000 2044.000 2044.000 2044.000 2044.000 2044.000 2044.000 2044.000 2044.000 -1.000
25.114 2992.000 2992.000 2992.000 2992.000 2992.000 2992.000 2992.000 2992.000 2992.000 2992.000 2992.000 2992.000 2992.000 2992.000 2992.000 2992.000 2992.000 2992.000 2992.000 2992.000 2992.000 -1.000
25.116 3911.000 3911.000 3911.000 3911.000 3911.000 3911.000 3911.000 3911.000 3911.000 3911.000 3911.000 3911.000 3911.000 3911.000 3911.000 3911.000 3911.000 3911.000 3911.000 3911.000 3911.000 -1.000
25.118 4793.000 4793.000 4793.000 4793.000 4793.000 4793.000 4793.000 4793.000 4793.000 4793.000 4793.000 4793.000 4793.000 4793.000 4793.000 4793.000 4793.000 4793.000 4793.000 4793.000 4793.000 -1.000
25.120 5629.000 5629.000 5629.000 5629.000 5629.000 5629.000 5629.000 5629.000 5629.000 5629.000 5629.000 5629.000 5629.000 5629.000 5629.000 5629.000 5629.000 5629.000 5629.000 5629.000 5629.000 -1.000
25.122 6411.000 6411.000 6411.000 6411.000 6411.000 6411.000 6411.000 6411.000 6411.000 6411.000 6411.000 6411.000 6411.000 6411.000 6411.000 6411.000 6411.000 6411.000 6411.000 6411.000 6411.000 -1.000
25.124 7131.000 7131.000 7131.000 7131.000 7131.000 7131.000 7131.000 7131.000 7131.000 7131.000 7131.000 7131.000 7131.000 7131.000 7131.000 7131.000 7131.000 7131.000 7131.000 7131.000 7131.000 -1.000
25.126 7783.000 7783.000 7783.000 7783.000 7783.000 7783.000 7783.000 7783.000 7783.000 7783.000 7783.000 7783.000 7783.000 7783.000 7783.000 7783.000 7783.000 7783.000 7783.000 7783.000 7783.000 -1.000
25.128 8360.000 8360.000 8360.000 8360.000 8360.000 8360.000 8360.000 8360.000 8360.000 8360.000 8360.000 8360.000 8360.000 8360.000 8360.000 8360.000 8360.000 8360.000 8360.000 8360.000 8360.000 -1.000
25.130 8857.000 8857.000 8857.000 8857.000 8857.000 8857.000 8857.000 8857.000 8857.000 8857.000 8857.000 8857.000 8857.000 8857.000 8857.000 8857.000 8857.000 8857.000 8857.000 8857.000 8857.000 -1.000
